time[h],VCD,Glc,Gln,Amm,Lac,product,Product_ID,Exp_ID,Cmd_Temp,Cmd_pH,Cmd_Stirring,Cmd_Feed_Vol,Cmd_Feed_Glc_Mass,Cmd_Feed_Gln_Mass,Volume
0.0,0.3718541978408061,58.73627637936907,6.817931767817894,0.1,0.1,0.0,HP1,ExpHist00,36.5548070061236,7.023125824331745,179.30586242836986,0.0,0.0,0.0,0.25
24.0,0.6741343492283157,56.00653889324765,5.304445632289551,1.4600542911604109,3.908780257630536,0.0,HP1,ExpHist00,36.5548070061236,7.023125824331745,179.30586242836986,0.0,0.0,0.0,0.245
48.0,1.1141968729010323,51.51094051263384,3.9307927619539846,2.5780632308325124,7.529701791177148,8.743866552123711,HP1,ExpHist00,36.5548070061236,7.023125824331745,179.30586242836986,0.005,0.7358930165340085,0.2229106289006455,0.24
72.0,1.502262790618186,49.450611190884935,3.4782262418086627,3.628522232753842,12.180198825844007,20.19636321680098,HP1,ExpHist00,36.5548070061236,7.023125824331745,179.30586242836986,0.005,0.7358930165340085,0.2229106289006455,0.24
96.0,1.808025851160771,46.604923001076926,3.206088183884811,4.538141755084299,16.197361244610846,23.17710266817607,HP1,ExpHist00,36.5548070061236,7.023125824331745,179.30586242836986,0.005,0.7358930165340085,0.2229106289006455,0.24
120.0,2.0448390354848742,45.0184045179599,3.0885960503632135,5.500047274122147,18.68471174826395,32.330182060851456,HP1,ExpHist00,36.5548070061236,7.023125824331745,179.30586242836986,0.005,0.7358930165340085,0.2229106289006455,0.24
144.0,2.097129787722559,43.00105404556847,3.104011613251725,6.297136348350676,19.83419584801205,57.582701871745265,HP1,ExpHist00,36.5548070061236,7.023125824331745,179.30586242836986,0.005,0.7358930165340085,0.2229106289006455,0.24
168.0,2.141465471096235,42.59850879578243,3.2570335620025506,7.117041768284978,19.857614180598787,56.431541706922694,HP1,ExpHist00,36.5548070061236,6.804016608130862,179.30586242836986,0.005,0.7358930165340085,0.2229106289006455,0.24
192.0,2.035812523074505,42.63641588933809,3.537505450149338,7.789269088634969,19.197779239057265,76.17437740355862,HP1,ExpHist00,36.5548070061236,6.804016608130862,179.30586242836986,0.005,0.7358930165340085,0.2229106289006455,0.24
216.0,1.9609660120930257,42.85579118386195,3.679799700572845,8.507000896450693,19.028842698785738,101.35016930219132,HP1,ExpHist00,36.5548070061236,6.804016608130862,179.30586242836986,0.0,0.0,0.0,0.24
240.0,1.8556846935240647,41.05857265760014,3.1765736477103372,9.255378931230643,18.748774112621376,120.11498014435858,HP1,ExpHist00,36.5548070061236,6.804016608130862,179.30586242836986,0.0,0.0,0.0,0.235
264.0,1.7376248852512242,39.67615153204005,2.7808086623310166,9.901518981672854,17.89671454026645,131.72129583813796,HP1,ExpHist00,35.22006378424112,6.804016608130862,179.30586242836986,0.0,0.0,0.0,0.22999999999999998
288.0,1.530833352697237,39.11687700307717,2.577547714623976,10.331643160332227,17.05263495037483,140.04020083941478,HP1,ExpHist00,35.22006378424112,6.804016608130862,179.30586242836986,0.0,0.0,0.0,0.22499999999999998
312.0,1.3432957745177136,38.52464269638849,2.326029647460797,10.753234419084404,16.04855647823688,163.04074467883527,HP1,ExpHist00,35.22006378424112,6.804016608130862,179.30586242836986,0.0,0.0,0.0,0.21999999999999997
336.0,1.1973691368013406,37.74539050440515,2.139670152680899,11.210423591269263,15.423879141053485,175.60822052040606,HP1,ExpHist00,35.22006378424112,6.804016608130862,179.30586242836986,0.0,0.0,0.0,0.21499999999999997
0.0,0.3015178063109598,51.281643574503775,3.01698850447076,0.1,0.1,0.0,HP1,ExpHist01,36.29368446728854,6.904519230576103,184.6219672034128,0.0,0.0,0.0,0.25
24.0,0.4982308033087442,49.67541463464909,2.340488098418421,0.7456871517964786,2.0635059795811213,0.0,HP1,ExpHist01,36.29368446728854,6.904519230576103,184.6219672034128,0.0,0.0,0.0,0.245
48.0,0.7146501656585912,47.12650597439859,1.6571864253541155,1.2083245638764226,4.876460939464438,8.989073515154235,HP1,ExpHist01,36.29368446728854,6.904519230576103,184.6219672034128,0.005,2.8850744225370804,0.359018180939156,0.24
72.0,1.0274083899006872,55.00208643859639,2.1960774481215095,1.85163639333726,7.970684220625432,13.481501593770052,HP1,ExpHist01,36.29368446728854,6.904519230576103,184.6219672034128,0.005,2.8850744225370804,0.359018180939156,0.24
96.0,1.2953522639364043,61.97287903377749,2.6577422889408,2.6229955839687804,11.828534557506485,15.86606376920201,HP1,ExpHist01,36.29368446728854,6.904519230576103,184.6219672034128,0.005,2.8850744225370804,0.359018180939156,0.24
120.0,1.5034942112037968,69.05204134981842,3.0795480365108956,3.4731299467507464,15.084073882502022,19.994398238300416,HP1,ExpHist01,36.29368446728854,6.904519230576103,184.6219672034128,0.005,2.8850744225370804,0.359018180939156,0.24
144.0,1.6517663606568975,76.2007259135824,3.4768103554153833,4.348277432013145,17.34201882434184,34.38122230371354,HP1,ExpHist01,36.29368446728854,6.904519230576103,184.6219672034128,0.005,2.8850744225370804,0.359018180939156,0.24
168.0,1.720419585180018,83.00775692041779,3.8530813984420687,5.246632229710499,19.947821234382783,52.66296280951742,HP1,ExpHist01,36.20976462138577,6.904519230576103,184.6219672034128,0.005,2.8850744225370804,0.359018180939156,0.24
192.0,1.8083359059454855,89.76770488588578,4.166117466452503,6.146839731211206,21.717308120076886,65.98332739920625,HP1,ExpHist01,36.20976462138577,6.976244326025029,184.6219672034128,0.005,2.8850744225370804,0.359018180939156,0.24
